event_id,account_id,home_city,timestamp,agent_id,agent_recent_swap_count,distance_from_home_km,device_changed,hours_to_activation,txn_attempts_1h,txn_value_1h_naira,hour_of_day,ground_truth_fraud
3227,ACC-103227,Abuja,2026-07-14T07:06:45.346Z,AG-1027,2,32.7,1,31,0,628,16,0
3228,ACC-103228,Abuja,2026-08-11T07:06:45.346Z,AG-1028,2,0,1,14.02,1,0,16,0
3229,ACC-103229,Lagos,2026-07-15T07:06:45.346Z,AG-1022,3,62.5,0,0,0,0,14,0
3230,ACC-103230,Ibadan,2026-08-07T07:06:45.346Z,AG-1033,2,80,0,0,3,0,11,0
3231,ACC-103231,Ibadan,2026-06-29T07:06:45.346Z,AG-1011,1,54.7,0,18.97,1,0,16,0
3232,ACC-103232,Abuja,2026-08-23T07:06:45.346Z,AG-1036,1,64.1,1,25.4,2,4436,6,0
3233,ACC-103233,Port Harcourt,2026-06-20T07:06:45.346Z,AG-1033,3,61.7,0,20.57,0,0,20,0
3234,ACC-103234,Kano,2026-07-07T07:06:45.346Z,AG-1027,2,15.8,0,26.73,0,0,22,0
3235,ACC-103235,Ibadan,2026-06-20T07:06:45.346Z,AG-1037,1,0,0,24.08,0,10767,18,0
3236,ACC-103236,Abuja,2026-09-01T07:06:45.346Z,AG-1008,1,3.7,0,23.4,0,0,11,0
3237,ACC-103237,Kano,2026-07-26T07:06:45.346Z,AG-1010,1,69.2,0,24.52,0,2720,16,0
3238,ACC-103238,Kano,2026-09-02T07:06:45.346Z,AG-1025,1,6,0,27.05,1,0,7,0
3239,ACC-103239,Kano,2026-07-11T07:06:45.346Z,AG-1013,1,10.8,0,16.52,1,0,21,0
3240,ACC-103240,Lagos,2026-07-29T07:06:45.346Z,AG-1035,1,0.4,1,25.16,1,0,22,0
3241,ACC-103241,Lagos,2026-06-30T07:06:45.346Z,AG-1027,2,31.9,0,0,2,0,17,0
3242,ACC-103242,Abuja,2026-08-06T07:06:45.346Z,AG-1002,2,44.2,0,15.12,0,0,13,0
3243,ACC-103243,Lagos,2026-07-13T07:06:45.346Z,AG-1038,1,59.6,0,34.88,0,0,19,0
3244,ACC-103244,Abuja,2026-08-11T07:06:45.346Z,AG-1010,0,18.5,0,14.76,0,0,18,0
3245,ACC-103245,Kano,2026-06-19T07:06:45.346Z,AG-1015,2,12.9,1,12.87,2,0,6,0
3246,ACC-103246,Lagos,2026-08-01T07:06:45.346Z,AG-1011,2,15.7,0,3.14,0,0,17,0
3247,ACC-103247,Ibadan,2026-08-23T07:06:45.346Z,AG-1028,1,47.9,0,0,0,0,19,0
3248,ACC-103248,Ibadan,2026-06-13T07:06:45.346Z,AG-1027,1,0,1,10.41,0,4363,15,0
3249,ACC-103249,Kano,2026-06-10T07:06:45.346Z,AG-1022,2,19.9,1,20.79,1,12016,13,0
3250,ACC-103250,Ibadan,2026-07-22T07:06:45.346Z,AG-1015,3,0,1,20.12,1,24394,17,0
3251,ACC-103251,Lagos,2026-06-30T07:06:45.346Z,AG-1024,2,85.7,1,11.62,2,0,15,0
3252,ACC-103252,Abuja,2026-06-09T07:06:45.346Z,AG-1017,0,20.9,0,4.73,1,0,16,0
3253,ACC-103253,Abuja,2026-07-05T07:06:45.346Z,AG-1014,5,332.5,1,0.66,6,59560,2,1
3254,ACC-103254,Port Harcourt,2026-08-13T07:06:45.346Z,AG-1028,1,209,1,1.2,3,0,1,1
3255,ACC-103255,Kano,2026-08-23T07:06:45.346Z,AG-1031,1,8.9,0,11.28,3,0,16,0
3256,ACC-103256,Ibadan,2026-08-17T07:06:45.346Z,AG-1000,3,76,0,13.36,2,0,17,0
3257,ACC-103257,Lagos,2026-07-18T07:06:45.346Z,AG-1019,2,12.9,1,23.45,2,0,7,0
3258,ACC-103258,Kano,2026-07-12T07:06:45.346Z,AG-1010,0,0,0,2.51,0,17973,14,0
3259,ACC-103259,Kano,2026-08-24T07:06:45.346Z,AG-1039,2,15.5,0,0.11,1,123,16,0
3260,ACC-103260,Abuja,2026-09-01T07:06:45.346Z,AG-1036,0,0,1,27.62,0,0,16,0
3261,ACC-103261,Abuja,2026-08-27T07:06:45.346Z,AG-1034,1,7,1,9.86,1,0,10,0
3262,ACC-103262,Ibadan,2026-08-18T07:06:45.346Z,AG-1009,4,30.4,0,5.52,0,0,18,0
3263,ACC-103263,Kano,2026-07-29T07:06:45.346Z,AG-1020,4,8.5,0,17.62,1,0,21,0
3264,ACC-103264,Abuja,2026-07-21T07:06:45.346Z,AG-1037,2,0.8,0,17.2,2,0,8,0
3265,ACC-103265,Lagos,2026-07-09T07:06:45.346Z,AG-1013,1,77,1,1.24,0,0,11,0
3266,ACC-103266,Lagos,2026-07-30T07:06:45.346Z,AG-1036,2,0,1,22.85,0,9374,20,0
3267,ACC-103267,Abuja,2026-06-11T07:06:45.346Z,AG-1020,1,40.5,0,14.22,0,13403,11,0
3268,ACC-103268,Ibadan,2026-06-06T07:06:45.346Z,AG-1021,3,1.5,0,15.41,0,0,21,0
3269,ACC-103269,Lagos,2026-06-28T07:06:45.346Z,AG-1010,2,10.9,0,14.8,1,13616,11,0
3270,ACC-103270,Kano,2026-06-09T07:06:45.346Z,AG-1003,2,27.6,1,27.51,1,0,18,0
3271,ACC-103271,Abuja,2026-08-15T07:06:45.346Z,AG-1000,1,43.6,0,15.66,1,0,12,0
3272,ACC-103272,Lagos,2026-07-05T07:06:45.346Z,AG-1003,13,124.7,1,2.94,4,285352,5,1
3273,ACC-103273,Abuja,2026-07-18T07:06:45.346Z,AG-1036,2,20.4,1,12.71,0,0,18,0
3274,ACC-103274,Port Harcourt,2026-07-09T07:06:45.346Z,AG-1033,1,15.2,0,3.82,1,3707,14,0
3275,ACC-103275,Port Harcourt,2026-06-25T07:06:45.346Z,AG-1031,1,69.5,1,10.41,2,2653,10,0
3276,ACC-103276,Ibadan,2026-06-12T07:06:45.346Z,AG-1004,13,205.6,1,1.3,3,226953,1,1
3277,ACC-103277,Ibadan,2026-08-09T07:06:45.346Z,AG-1026,0,24.6,0,6.58,1,8498,22,0
3278,ACC-103278,Lagos,2026-07-08T07:06:45.346Z,AG-1039,1,15.9,0,25.17,0,0,18,0
3279,ACC-103279,Ibadan,2026-06-22T07:06:45.346Z,AG-1008,3,20.9,0,14.47,0,0,11,0
3280,ACC-103280,Port Harcourt,2026-08-12T07:06:45.346Z,AG-1020,2,22.6,0,34.13,1,9780,15,0
3281,ACC-103281,Kano,2026-07-15T07:06:45.346Z,AG-1031,2,0,0,20.01,0,8856,15,0
3282,ACC-103282,Port Harcourt,2026-08-23T07:06:45.346Z,AG-1033,4,0,0,21.11,1,4417,17,0
3283,ACC-103283,Ibadan,2026-08-24T07:06:45.346Z,AG-1003,1,17,1,14.34,0,0,22,0
3284,ACC-103284,Ibadan,2026-07-29T07:06:45.346Z,AG-1024,3,2.5,1,2.58,2,17173,9,0
3285,ACC-103285,Lagos,2026-07-23T07:06:45.346Z,AG-1000,4,0.6,0,9.76,0,0,18,0
3286,ACC-103286,Ibadan,2026-08-17T07:06:45.346Z,AG-1013,0,38.6,0,13.32,0,13726,16,0
3287,ACC-103287,Ibadan,2026-06-30T07:06:45.346Z,AG-1006,3,24.8,0,19.54,1,0,19,0
3288,ACC-103288,Kano,2026-06-27T07:06:45.346Z,AG-1022,1,22.3,0,13.42,0,12072,8,0
3289,ACC-103289,Port Harcourt,2026-06-23T07:06:45.346Z,AG-1012,0,8.3,1,22.04,1,0,9,0
3290,ACC-103290,Port Harcourt,2026-07-24T07:06:45.346Z,AG-1006,1,22.5,0,32.52,0,0,16,0
3291,ACC-103291,Lagos,2026-06-18T07:06:45.346Z,AG-1005,1,27.6,0,0,0,13365,16,0
3292,ACC-103292,Lagos,2026-07-14T07:06:45.346Z,AG-1038,3,80.5,0,22.32,2,0,18,0
3293,ACC-103293,Abuja,2026-08-01T07:06:45.346Z,AG-1028,1,8.5,0,2.33,2,0,12,0
3294,ACC-103294,Abuja,2026-06-10T07:06:45.346Z,AG-1028,1,22.4,0,8.86,1,0,11,0
3295,ACC-103295,Ibadan,2026-08-26T07:06:45.346Z,AG-1014,3,0,1,7.81,1,0,7,0
3296,ACC-103296,Ibadan,2026-06-27T07:06:45.346Z,AG-1007,0,15.6,0,0.88,3,0,21,0
3297,ACC-103297,Abuja,2026-08-19T07:06:45.346Z,AG-1036,3,31.5,0,7.47,0,0,14,0
3298,ACC-103298,Kano,2026-07-29T07:06:45.346Z,AG-1037,2,30.8,1,26.83,0,0,22,0
3299,ACC-103299,Lagos,2026-08-12T07:06:45.346Z,AG-1039,0,35.7,1,24.23,1,18682,8,0
3300,ACC-103300,Port Harcourt,2026-07-17T07:06:45.346Z,AG-1030,3,640.6,1,0.32,5,211666,3,1
3301,ACC-103301,Ibadan,2026-07-07T07:06:45.346Z,AG-1004,1,0,1,8.92,1,0,12,0
3302,ACC-103302,Port Harcourt,2026-08-03T07:06:45.346Z,AG-1012,1,39.5,0,7.69,0,28189,13,0
3303,ACC-103303,Port Harcourt,2026-08-06T07:06:45.346Z,AG-1026,2,0,0,23.06,1,0,22,0
3304,ACC-103304,Ibadan,2026-06-18T07:06:45.346Z,AG-1013,2,0,0,6.29,2,0,11,0
3305,ACC-103305,Kano,2026-08-30T07:06:45.346Z,AG-1037,1,2.8,0,14.06,1,9556,6,0
3306,ACC-103306,Ibadan,2026-07-22T07:06:45.346Z,AG-1039,2,37.7,0,25.05,3,0,10,0
3307,ACC-103307,Port Harcourt,2026-07-06T07:06:45.346Z,AG-1015,2,25.4,0,19.46,1,0,20,0
3308,ACC-103308,Lagos,2026-07-28T07:06:45.346Z,AG-1024,0,52.2,0,10.59,0,0,21,0
3309,ACC-103309,Abuja,2026-07-18T07:06:45.346Z,AG-1005,5,0,0,21.47,1,0,14,0
3310,ACC-103310,Ibadan,2026-08-19T07:06:45.346Z,AG-1030,2,25.8,1,11.22,1,0,12,0
3311,ACC-103311,Port Harcourt,2026-06-15T07:06:45.346Z,AG-1033,2,29.4,0,2.54,0,8644,18,0
3312,ACC-103312,Abuja,2026-08-09T07:06:45.346Z,AG-1028,2,52.5,0,15.78,0,0,6,0
3313,ACC-103313,Abuja,2026-07-30T07:06:45.346Z,AG-1004,0,32,0,9.7,0,0,18,0
3314,ACC-103314,Kano,2026-07-10T07:06:45.346Z,AG-1026,0,47.9,0,34.86,0,0,18,0
3315,ACC-103315,Lagos,2026-07-07T07:06:45.346Z,AG-1004,1,81.6,1,19.24,0,0,16,0
3316,ACC-103316,Abuja,2026-06-23T07:06:45.346Z,AG-1026,3,82,0,11.03,0,0,8,0
3317,ACC-103317,Abuja,2026-06-15T07:06:45.346Z,AG-1039,1,4.2,0,2.31,1,9857,16,0
3318,ACC-103318,Port Harcourt,2026-06-30T07:06:45.346Z,AG-1025,2,4.7,1,24.85,1,0,13,0
3319,ACC-103319,Abuja,2026-07-07T07:06:45.346Z,AG-1007,1,13.5,0,9.41,0,0,17,0
3320,ACC-103320,Abuja,2026-08-18T07:06:45.346Z,AG-1026,1,43.8,1,10.68,0,0,9,0
3321,ACC-103321,Kano,2026-08-28T07:06:45.346Z,AG-1005,2,0,0,22.09,2,0,21,0
3322,ACC-103322,Lagos,2026-07-13T07:06:45.346Z,AG-1016,2,17.9,0,4.36,2,0,13,0
3323,ACC-103323,Abuja,2026-06-09T07:06:45.346Z,AG-1011,1,8.6,0,19.68,0,0,16,0
3324,ACC-103324,Port Harcourt,2026-07-12T07:06:45.346Z,AG-1013,0,7.8,0,8.67,1,0,8,0
3325,ACC-103325,Port Harcourt,2026-06-18T07:06:45.346Z,AG-1038,1,0,0,7.97,2,0,9,0
3326,ACC-103326,Port Harcourt,2026-08-04T07:06:45.346Z,AG-1027,2,0,0,21.49,0,0,6,0
3327,ACC-103327,Lagos,2026-07-31T07:06:45.346Z,AG-1028,3,52.7,0,15.68,0,0,12,0
3328,ACC-103328,Port Harcourt,2026-06-14T07:06:45.346Z,AG-1030,5,0.7,1,19.17,0,0,8,0
3329,ACC-103329,Abuja,2026-07-30T07:06:45.346Z,AG-1023,1,15.3,1,46.62,1,0,15,0
3330,ACC-103330,Ibadan,2026-07-25T07:06:45.346Z,AG-1009,0,43.2,0,17.38,1,0,11,0
3331,ACC-103331,Lagos,2026-08-05T07:06:45.346Z,AG-1026,3,51.7,0,18.91,1,0,15,0
3332,ACC-103332,Lagos,2026-07-03T07:06:45.346Z,AG-1034,2,38,0,3.22,1,0,11,0
3333,ACC-103333,Kano,2026-07-05T07:06:45.346Z,AG-1004,1,1.9,1,16.54,0,13532,22,0
3334,ACC-103334,Ibadan,2026-07-09T07:06:45.346Z,AG-1036,0,5.4,0,30.29,0,0,16,0
3335,ACC-103335,Lagos,2026-08-22T07:06:45.346Z,AG-1016,1,34.6,1,31.12,2,0,18,0
3336,ACC-103336,Kano,2026-09-01T07:06:45.346Z,AG-1038,1,22,0,8.32,0,0,18,0
3337,ACC-103337,Port Harcourt,2026-07-30T07:06:45.346Z,AG-1038,0,0,0,0,0,0,15,0
3338,ACC-103338,Lagos,2026-07-12T07:06:45.346Z,AG-1019,3,57.9,0,8.44,0,0,17,0
3339,ACC-103339,Lagos,2026-07-13T07:06:45.346Z,AG-1035,3,52.8,1,21.4,2,0,17,0
3340,ACC-103340,Kano,2026-08-24T07:06:45.346Z,AG-1019,6,81.7,1,0,4,249317,22,1
3341,ACC-103341,Port Harcourt,2026-07-22T07:06:45.346Z,AG-1005,1,67.9,0,18.84,1,0,16,0
3342,ACC-103342,Kano,2026-08-09T07:06:45.346Z,AG-1028,0,0,0,23.97,2,0,10,0
3343,ACC-103343,Port Harcourt,2026-07-05T07:06:45.346Z,AG-1013,3,0,0,0,2,0,12,0
3344,ACC-103344,Port Harcourt,2026-07-09T07:06:45.346Z,AG-1004,1,0.8,0,4.67,0,19099,15,0
3345,ACC-103345,Port Harcourt,2026-07-08T07:06:45.346Z,AG-1004,3,25.4,0,24.04,2,0,22,0
3346,ACC-103346,Ibadan,2026-08-27T07:06:45.346Z,AG-1034,2,15.5,1,6.96,0,0,22,0
3347,ACC-103347,Port Harcourt,2026-06-26T07:06:45.346Z,AG-1025,3,389.4,1,1.58,3,163052,1,1
3348,ACC-103348,Port Harcourt,2026-07-08T07:06:45.346Z,AG-1006,2,10.5,1,21.96,1,0,18,0
3349,ACC-103349,Lagos,2026-06-24T07:06:45.346Z,AG-1037,0,22,1,0,1,19541,22,0
3350,ACC-103350,Lagos,2026-07-21T07:06:45.346Z,AG-1009,0,4.4,0,7.27,0,0,16,0
3351,ACC-103351,Ibadan,2026-06-25T07:06:45.346Z,AG-1022,0,0.3,0,5.7,1,0,15,0
3352,ACC-103352,Lagos,2026-08-02T07:06:45.346Z,AG-1034,2,8.7,0,15.19,0,0,21,0
3353,ACC-103353,Abuja,2026-08-30T07:06:45.346Z,AG-1035,1,273.6,0,0,6,276605,3,1
3354,ACC-103354,Ibadan,2026-08-10T07:06:45.346Z,AG-1008,0,7.5,1,29.23,1,0,12,0
3355,ACC-103355,Ibadan,2026-08-05T07:06:45.346Z,AG-1012,1,16.8,0,0,0,12088,6,0
3356,ACC-103356,Abuja,2026-06-14T07:06:45.346Z,AG-1012,4,0,0,21.24,1,30234,8,0
3357,ACC-103357,Abuja,2026-07-26T07:06:45.346Z,AG-1035,2,24.2,1,12.92,2,0,7,0
3358,ACC-103358,Abuja,2026-06-16T07:06:45.346Z,AG-1020,1,34.5,0,12.58,3,0,21,0
3359,ACC-103359,Lagos,2026-08-24T07:06:45.346Z,AG-1029,3,7.5,0,0,1,0,22,0
3360,ACC-103360,Abuja,2026-06-18T07:06:45.346Z,AG-1025,2,65.3,0,20.57,1,0,10,0
3361,ACC-103361,Port Harcourt,2026-06-18T07:06:45.346Z,AG-1021,1,62.6,0,0.07,1,0,20,0
3362,ACC-103362,Abuja,2026-06-25T07:06:45.346Z,AG-1029,1,21.6,0,18.69,1,0,19,0
3363,ACC-103363,Kano,2026-06-25T07:06:45.346Z,AG-1019,2,0,0,12.28,1,0,18,0
3364,ACC-103364,Port Harcourt,2026-08-23T07:06:45.346Z,AG-1014,4,38.5,1,5.7,0,20808,8,0
3365,ACC-103365,Ibadan,2026-08-27T07:06:45.346Z,AG-1035,0,29,1,26.55,0,0,8,0
3366,ACC-103366,Kano,2026-07-07T07:06:45.346Z,AG-1022,1,0,0,13.21,1,0,19,0
3367,ACC-103367,Kano,2026-08-11T07:06:45.346Z,AG-1007,1,3.2,1,10.5,0,0,9,0
3368,ACC-103368,Abuja,2026-08-29T07:06:45.346Z,AG-1018,2,32.3,0,26.87,1,0,21,0
3369,ACC-103369,Kano,2026-08-01T07:06:45.346Z,AG-1016,5,25.1,0,14.86,1,0,21,0
3370,ACC-103370,Kano,2026-08-21T07:06:45.346Z,AG-1039,2,31,1,0,1,0,16,0
3371,ACC-103371,Port Harcourt,2026-06-23T07:06:45.346Z,AG-1032,2,3,1,20.24,0,11652,15,0
3372,ACC-103372,Port Harcourt,2026-07-14T07:06:45.346Z,AG-1011,2,0,1,0,3,0,16,0
3373,ACC-103373,Lagos,2026-06-21T07:06:45.346Z,AG-1039,0,0,0,11.68,1,0,11,0
3374,ACC-103374,Abuja,2026-08-30T07:06:45.346Z,AG-1013,1,0,0,21.11,0,0,6,0
3375,ACC-103375,Port Harcourt,2026-06-09T07:06:45.346Z,AG-1014,3,10.8,0,30.84,1,0,8,0
3376,ACC-103376,Port Harcourt,2026-08-12T07:06:45.346Z,AG-1020,4,27.9,0,20.36,1,0,21,0
3377,ACC-103377,Abuja,2026-06-11T07:06:45.346Z,AG-1016,3,45.9,1,2.85,0,0,10,0
3378,ACC-103378,Ibadan,2026-08-12T07:06:45.346Z,AG-1026,0,32.7,0,26.56,1,0,13,0
3379,ACC-103379,Port Harcourt,2026-07-02T07:06:45.346Z,AG-1019,3,60.2,0,14.89,0,15170,7,0
3380,ACC-103380,Abuja,2026-08-08T07:06:45.346Z,AG-1030,1,38.8,0,16.86,0,0,18,0
3381,ACC-103381,Ibadan,2026-07-21T07:06:45.346Z,AG-1007,1,52.5,0,19.8,1,4775,8,0
3382,ACC-103382,Lagos,2026-06-24T07:06:45.346Z,AG-1026,0,23.7,0,8.62,0,0,11,0
3383,ACC-103383,Ibadan,2026-07-18T07:06:45.346Z,AG-1027,1,34,1,26.68,0,0,6,0
3384,ACC-103384,Ibadan,2026-07-22T07:06:45.346Z,AG-1007,1,53.9,0,12.68,1,0,10,0
3385,ACC-103385,Ibadan,2026-07-09T07:06:45.346Z,AG-1032,2,0,1,4.26,0,0,7,0
3386,ACC-103386,Kano,2026-06-16T07:06:45.346Z,AG-1023,1,9.4,0,3.72,0,0,21,0
3387,ACC-103387,Ibadan,2026-06-14T07:06:45.346Z,AG-1024,0,3.1,0,2.01,0,0,6,0
3388,ACC-103388,Lagos,2026-06-14T07:06:45.346Z,AG-1027,4,102.7,0,20.33,0,0,13,0
3389,ACC-103389,Kano,2026-06-21T07:06:45.346Z,AG-1009,2,8.3,1,26.42,1,0,6,0
3390,ACC-103390,Abuja,2026-06-11T07:06:45.346Z,AG-1027,1,28.2,1,10.37,0,9110,14,0
3391,ACC-103391,Port Harcourt,2026-07-21T07:06:45.346Z,AG-1012,0,22.9,0,12.68,1,0,11,0
3392,ACC-103392,Port Harcourt,2026-08-22T07:06:45.346Z,AG-1020,2,30.2,0,8.87,1,0,18,0
3393,ACC-103393,Abuja,2026-06-13T07:06:45.346Z,AG-1015,1,6.4,0,0.3,2,0,11,0
3394,ACC-103394,Lagos,2026-06-23T07:06:45.346Z,AG-1011,4,35.1,0,1.69,3,0,22,0
3395,ACC-103395,Lagos,2026-08-05T07:06:45.346Z,AG-1025,3,6.4,0,32.67,1,0,21,0
3396,ACC-103396,Port Harcourt,2026-07-19T07:06:45.347Z,AG-1024,4,19,1,33.79,2,0,15,0
3397,ACC-103397,Lagos,2026-08-17T07:06:45.347Z,AG-1014,2,1.9,0,26.17,1,9369,22,0
3398,ACC-103398,Lagos,2026-07-08T07:06:45.347Z,AG-1024,1,37.9,0,0,0,0,6,0
3399,ACC-103399,Lagos,2026-06-29T07:06:45.347Z,AG-1028,3,14.9,0,5.21,0,0,22,0
3400,ACC-103400,Kano,2026-08-30T07:06:45.347Z,AG-1027,0,52.3,0,4.7,0,5293,21,0
3401,ACC-103401,Abuja,2026-09-03T07:06:45.347Z,AG-1021,4,0,1,19.16,0,0,8,0
3402,ACC-103402,Ibadan,2026-08-09T07:06:45.347Z,AG-1003,2,50.1,0,5.32,0,0,16,0
3403,ACC-103403,Abuja,2026-06-26T07:06:45.347Z,AG-1021,1,45,1,17.19,0,7963,22,0
3404,ACC-103404,Ibadan,2026-07-03T07:06:45.347Z,AG-1022,1,2.8,1,11.74,3,0,9,0
3405,ACC-103405,Ibadan,2026-07-31T07:06:45.347Z,AG-1031,1,61.4,0,31.26,1,27329,13,0
3406,ACC-103406,Kano,2026-08-28T07:06:45.347Z,AG-1011,1,8.4,0,16.9,1,0,14,0
3407,ACC-103407,Lagos,2026-06-26T07:06:45.347Z,AG-1039,0,0,0,22.84,2,0,9,0
3408,ACC-103408,Ibadan,2026-06-26T07:06:45.347Z,AG-1009,1,13.3,0,18.46,0,0,8,0
3409,ACC-103409,Lagos,2026-09-02T07:06:45.347Z,AG-1032,3,24.1,0,18.94,0,4990,17,0
3410,ACC-103410,Lagos,2026-06-28T07:06:45.347Z,AG-1036,4,372.5,1,1.28,5,168026,9,1
3411,ACC-103411,Abuja,2026-07-04T07:06:45.347Z,AG-1011,5,254.6,0,1.42,2,138569,0,1
3412,ACC-103412,Abuja,2026-08-13T07:06:45.347Z,AG-1027,1,3.5,0,21.58,1,0,22,0
3413,ACC-103413,Lagos,2026-07-15T07:06:45.347Z,AG-1037,0,23.5,0,20.76,0,0,21,0
3414,ACC-103414,Lagos,2026-06-23T07:06:45.347Z,AG-1018,6,45.7,0,39.96,2,0,12,0
3415,ACC-103415,Kano,2026-06-20T07:06:45.347Z,AG-1018,4,71.4,0,13.4,2,0,8,0
3416,ACC-103416,Ibadan,2026-07-20T07:06:45.347Z,AG-1009,0,26.3,0,11.35,0,8600,12,0
3417,ACC-103417,Kano,2026-06-30T07:06:45.347Z,AG-1004,2,30.8,1,4.69,1,0,19,0
3418,ACC-103418,Port Harcourt,2026-07-04T07:06:45.347Z,AG-1017,3,7.7,0,24.02,0,0,13,0
3419,ACC-103419,Ibadan,2026-07-31T07:06:45.347Z,AG-1024,0,3.5,0,2.79,0,0,6,0
3420,ACC-103420,Kano,2026-08-15T07:06:45.347Z,AG-1022,0,4.4,0,19.89,0,0,21,0
3421,ACC-103421,Ibadan,2026-06-10T07:06:45.347Z,AG-1035,1,20.8,0,24.57,1,0,21,0
3422,ACC-103422,Kano,2026-08-13T07:06:45.347Z,AG-1035,2,14.6,0,18.69,0,0,13,0
3423,ACC-103423,Lagos,2026-07-25T07:06:45.347Z,AG-1032,0,6.7,1,7.91,0,0,22,0
3424,ACC-103424,Abuja,2026-06-23T07:06:45.347Z,AG-1030,2,20.9,1,19.43,0,0,6,0
3425,ACC-103425,Lagos,2026-07-26T07:06:45.347Z,AG-1003,0,25.8,0,26.05,0,10558,11,0
3426,ACC-103426,Lagos,2026-06-06T07:06:45.347Z,AG-1005,2,12.3,0,12.42,0,0,11,0
3427,ACC-103427,Port Harcourt,2026-07-20T07:06:45.347Z,AG-1012,1,31.7,0,18.15,0,17189,15,0
3428,ACC-103428,Lagos,2026-06-09T07:06:45.347Z,AG-1028,0,50,0,24.73,2,0,14,0
3429,ACC-103429,Lagos,2026-07-14T07:06:45.347Z,AG-1019,0,0,1,12.02,0,0,21,0
3430,ACC-103430,Port Harcourt,2026-07-23T07:06:45.347Z,AG-1025,1,4,0,21.41,1,0,17,0
3431,ACC-103431,Port Harcourt,2026-06-10T07:06:45.347Z,AG-1034,1,44.5,1,7.91,0,0,12,0
3432,ACC-103432,Lagos,2026-07-19T07:06:45.347Z,AG-1011,1,3.4,0,9.43,2,0,11,0
3433,ACC-103433,Ibadan,2026-06-26T07:06:45.347Z,AG-1019,4,5,0,15.67,1,3230,11,0
3434,ACC-103434,Lagos,2026-08-13T07:06:45.347Z,AG-1021,0,21.1,1,9.29,1,0,16,0
3435,ACC-103435,Lagos,2026-07-01T07:06:45.347Z,AG-1000,0,0,0,16.26,1,0,14,0
3436,ACC-103436,Port Harcourt,2026-08-16T07:06:45.347Z,AG-1029,2,33.3,1,8.09,1,0,13,0
3437,ACC-103437,Kano,2026-06-07T07:06:45.347Z,AG-1002,3,15.3,0,28.93,0,0,6,0
3438,ACC-103438,Lagos,2026-07-28T07:06:45.347Z,AG-1039,0,0,1,18.97,1,0,11,0
3439,ACC-103439,Kano,2026-07-21T07:06:45.347Z,AG-1008,3,0,0,11.21,0,0,22,0
3440,ACC-103440,Port Harcourt,2026-07-23T07:06:45.347Z,AG-1007,1,48.6,0,0,0,0,10,0
3441,ACC-103441,Ibadan,2026-07-27T07:06:45.347Z,AG-1037,1,38.6,0,6.66,1,0,14,0
3442,ACC-103442,Abuja,2026-06-10T07:06:45.347Z,AG-1006,5,13.5,0,7.17,1,0,11,0
3443,ACC-103443,Kano,2026-08-03T07:06:45.347Z,AG-1024,2,0.2,0,18.61,0,0,15,0
3444,ACC-103444,Abuja,2026-08-24T07:06:45.347Z,AG-1023,5,0,1,0.99,2,538147,5,1
3445,ACC-103445,Ibadan,2026-07-30T07:06:45.347Z,AG-1009,0,9.8,1,20.85,0,0,7,0
3446,ACC-103446,Ibadan,2026-09-02T07:06:45.347Z,AG-1013,3,0.6,0,14.69,1,0,19,0
3447,ACC-103447,Port Harcourt,2026-08-08T07:06:45.347Z,AG-1007,2,51.7,0,20.2,1,0,11,0
3448,ACC-103448,Kano,2026-06-14T07:06:45.347Z,AG-1017,0,1.3,0,24.19,2,0,22,0
3449,ACC-103449,Lagos,2026-06-06T07:06:45.347Z,AG-1030,1,10.1,0,26.12,0,16589,8,0
3450,ACC-103450,Ibadan,2026-06-16T07:06:45.347Z,AG-1021,4,13.5,0,15.11,1,0,9,0
3451,ACC-103451,Kano,2026-06-22T07:06:45.347Z,AG-1031,0,0,0,9.08,1,0,11,0
3452,ACC-103452,Kano,2026-07-07T07:06:45.347Z,AG-1009,2,6.6,1,18.93,0,13760,16,0
3453,ACC-103453,Lagos,2026-07-31T07:06:45.347Z,AG-1006,2,17.2,0,20.41,1,7072,22,0
3454,ACC-103454,Kano,2026-06-23T07:06:45.347Z,AG-1022,2,29.2,1,21.02,2,0,12,0
3455,ACC-103455,Lagos,2026-07-06T07:06:45.347Z,AG-1021,1,2.4,0,0,2,0,22,0
3456,ACC-103456,Port Harcourt,2026-07-24T07:06:45.347Z,AG-1005,4,38,0,0,0,0,12,0
3457,ACC-103457,Ibadan,2026-07-14T07:06:45.347Z,AG-1013,2,39,0,2.93,2,0,17,0
3458,ACC-103458,Kano,2026-06-27T07:06:45.347Z,AG-1017,1,66.1,1,3.57,2,0,15,0
3459,ACC-103459,Kano,2026-07-18T07:06:45.347Z,AG-1030,2,55.9,0,24.93,1,0,7,0
3460,ACC-103460,Port Harcourt,2026-07-03T07:06:45.347Z,AG-1003,0,30.6,0,16.86,0,0,17,0
3461,ACC-103461,Ibadan,2026-08-09T07:06:45.347Z,AG-1009,1,1.6,0,23.07,0,12686,19,0
3462,ACC-103462,Port Harcourt,2026-06-06T07:06:45.347Z,AG-1032,2,40.7,0,19.66,0,0,7,0
3463,ACC-103463,Port Harcourt,2026-07-24T07:06:45.347Z,AG-1006,1,21.2,0,6.95,1,3705,11,0
3464,ACC-103464,Lagos,2026-08-28T07:06:45.347Z,AG-1038,3,38.4,0,1.19,0,0,17,0
